data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2015.17.02';'22.04.56';'Taylat';'Kevin';'Usina';'Ralph';'7'
'2014.12.09';'21.01.25';'Talley';'William';'Ledbetter';'Tennie';'5'
'2015.28.10';'15.57.12';'Privett';'Terri';'Shumaker';'Janet';'8'
'2014.10.12';'08.02.33';'Jaworski';'Michelle';'Smith';'Willie';'10'
'2016.11.06';'17.22.01';'Teasley';'Becky';'Sidy';'Victor';'6'
'2018.10.03';'00.38.42';'Hill';'Roy';'Harrelson';'Ray';'8'
'2017.07.02';'23.32.36';'Seyfer';'Margie';'Singh';'Anardeep';'10'
'2014.10.11';'05.27.01';'Swann';'Monique';'Short';'John';'8'
'2016.18.07';'04.12.00';'Rutledge';'Curtis';'Aanestad';'Darrell';'4'
'2015.08.09';'00.24.17';'Connor';'Leigh';'Hults';'Bob';'6'
'2015.03.03';'16.24.55';'Renxu';'Yang';'Walker';'Ralph';'8'
'2017.12.12';'02.39.03';'Allen';'Terry';'Thaxton';'Paul';'7'
'2016.12.06';'08.56.30';'Moreau';'Gina';'Kho';'Judy';'10'
'2013.07.09';'10.15.04';'Wilson';'Tim';'Shumaker';'Janet';'10'
'2018.04.02';'12.17.50';'Walton';'Tex';'Casby';'Maria';'9'
'2015.30.06';'11.15.37';'Rahman';'Khalilur';'Evperprises';'Bayram';'10'
'2016.30.06';'18.32.18';'Bilcheck';'Gusty';'Ginsberg';'Ben';'8'
'2016.08.03';'08.14.30';'Tran';'Chu';'Workman';'Bill';'10'
'2014.07.05';'21.56.55';'Carroll';'Terry';'Singh';'Anardeep';'6'
'2013.16.07';'11.36.12';'Brown';'Timothy E';'Gassa';'Lewis';'4'
'2013.15.10';'16.53.06';'Kane';'Terrence';'Holcombe';'Charles';'5'
'2017.04.03';'18.16.45';'Leavell';'Bill';'Long';'Chuck';'10'
'2017.07.09';'01.50.34';'Whitson';'Robert';'Loeks';'Faye';'6'
'2015.09.02';'01.06.59';'Duquette';'Jamie';'Maynes';'Eric';'5'
'2015.29.05';'03.08.43';'Kowski';'Jan';'Hakes';'Vicki';'6'
'2013.17.05';'05.28.39';'Gross';'Robert L';'Jacobson';'Duane';'9'
'2013.30.11';'19.24.34';'Lowry';'T Patrick DC';'Evperprises';'Bayram';'7'
'2014.15.08';'08.14.47';'Lopez';'Jose';'Kho';'Judy';'9'
'2016.29.04';'01.42.03';'Rogers';'Dianne';'Trotter';'Ralph';'5'
'2016.09.06';'00.15.59';'Lowrie';'Dennis';'Cook';'Steve';'9'
'2016.31.03';'10.31.01';'Nie';'Wenying';'Kho';'Judy';'4'
'2013.02.11';'07.24.48';'Kalinoski';'Mark';'Verrier';'William';'9'
'2017.27.08';'22.58.26';'Elliot';'Barb';'Nicolas';'Marie';'4'
'2017.17.02';'12.52.01';'Danieri';'T W Ronald';'Beaurgeard';'Edward';'7'
'2013.02.12';'02.10.00';'Reynolds';'Andrew';'Olson';'Liz';'9'
'2014.13.09';'19.25.57';'Talley';'Frank';'Walton';'David';'6'
'2016.12.05';'20.13.20';'Homola';'Debbi';'Hardy';'Bonnie';'8'
'2016.30.04';'08.56.24';'Jones';'Jeff';'Hong';'Gil';'8'
'2015.30.12';'00.26.09';'Taylor';'Darby';'Short';'John';'7'
'2015.02.08';'00.23.40';'Stisiak';'James';'Hashimi';'Shubyer';'4'
'2014.15.04';'06.07.52';'Nienow';'Josh';'Hashimi';'Shubyer';'7'
'2014.26.11';'06.13.41';'Martinez';'Vincent';'Walker';'Ralph';'10'
'2016.21.04';'03.13.51';'Powell';'Tommy';'Beaurgeard';'Edward';'7'
'2015.05.01';'17.10.36';'Heberlein';'Richard';'Stolmeier';'Vince';'5'
'2018.11.02';'08.42.49';'Lacoste';'Belinda';'Verrier';'William';'8'
'2015.28.08';'22.05.04';'Summers';'Denny';'Missimer';'Dennis';'9'
'2016.26.04';'06.07.29';'Lunde';'AL';'Wakeley';'Gene';'8'
'2015.21.02';'15.27.39';'Price';'Gary';'Thaxton';'Paul';'8'
'2016.10.06';'00.28.07';'Quinn';'James';'Kempf';'Fred';'7'
'2018.20.04';'03.02.26';'Johnston';'Brad';'Brown';'Ted W OD';'7'
'2014.01.11';'09.39.56';'Tolton';'Tammy';'Missimer';'Dennis';'9'
'2016.14.01';'07.50.39';'Lucas';'Mark';'Walker';'Ralph';'10'
'2014.21.01';'03.53.21';'Jackson';'Tonnette';'Marcotte';'Ken';'6'
'2014.29.09';'20.53.33';'Nguyen';'Tam';'Medley';'Michelle';'8'
'2017.23.09';'06.50.15';'Tate';'Tom';'Hong';'Gil';'6'
'2018.03.01';'07.49.07';'Izen';'Joe A';'Shumaker';'Janet';'8'
'2015.10.08';'15.12.10';'Rufad';'Botanjec';'Turnbull';'Porter DC';'5'
'2013.21.09';'10.24.42';'Thomas';'Jimmy';'Walker';'Ralph';'10'
'2014.14.09';'19.30.54';'Perales';'Ruben';'Sidy';'Victor';'5'
'2014.03.05';'22.46.43';'Martino';'D';'Short';'John';'9'
'2017.21.09';'17.45.19';'White';'Terri';'Brown';'Ted W OD';'9'
'2017.27.03';'19.30.06';'Tulimiero';'Joe';'Gianelli';'Richard';'9'
'2014.19.12';'21.37.18';'Tanashian';'Jack';'Brown';'Ted W OD';'10'
'2016.22.07';'23.32.09';'Aronoff';'Joel';'Jones';'Roylyn';'7'
'2016.14.02';'01.43.09';'Reca';'Dominique';'Evperprises';'Bayram';'9'
'2016.23.11';'18.36.14';'Yamanaka';'Ted';'Salvemini';'Dominick';'8'
'2014.20.10';'16.57.46';'Johnson';'Tami';'Beaurgeard';'Edward';'7'
'2017.17.11';'22.26.37';'Middleton';'Michael';'Ginsberg';'Ben';'7'
'2015.20.09';'16.56.56';'Morrison';'Larry';'Custer';'Renee';'10'
'2016.17.08';'03.31.39';'Kellis';'Zina';'Ruga';'Glenn';'6'
'2014.27.08';'10.30.09';'Manning';'Donna';'Walker';'Ralph';'8'
'2017.20.10';'11.30.58';'Lindquist';'Terry';'Verrier';'William';'8'
'2015.01.02';'00.33.08';'Trahan';'Susan';'Hashimi';'Shubyer';'5'
'2013.03.05';'13.06.35';'Austin';'Gary';'Walton';'David';'6'
'2014.09.08';'07.57.49';'Pimm';'John';'Vanderholm';'Arnold';'8'
'2013.01.09';'08.35.59';'Villavicencio';'Gilberto';'Evperprises';'Bayram';'7'
'2014.31.01';'17.47.58';'Thopmson';'Gary';'Olson';'Liz';'10'
'2015.08.09';'18.41.36';'Ullman';'Bob';'Casby';'Maria';'5'
'2016.05.05';'20.02.56';'Long';'Elaine';'Morrow';'Duncan';'7'
'2017.29.04';'01.10.46';'Corson';'Terry';'Morar';'Satish';'4'
'2017.17.11';'12.27.46';'Carolan';'Terry';'Vogl';'Frank';'10'
'2017.02.09';'19.26.35';'Ruiz';'Patricia';'Brown';'Ted W OD';'5'
'2017.13.03';'20.15.13';'Razzaboni';'Henry';'Alvarez';'Mauricio A';'9'
'2013.22.09';'21.40.59';'Ford';'Jo';'Stolmeier';'Vince';'6'
'2016.18.07';'15.34.49';'Haworth';'Ed';'Hashimi';'Shubyer';'9'
'2015.11.09';'12.13.47';'Sawyer';'Jane L';'Aanestad';'Darrell';'6'
'2014.06.05';'15.29.13';'Castellon';'Yolanda';'Hults';'Bob';'8'
'2013.17.05';'17.05.54';'Caughron';'Jimmie';'Gianelli';'Richard';'6'
'2013.13.08';'22.41.52';'Winninger';'Thomas';'Evperprises';'Bayram';'10'
'2013.25.06';'11.57.26';'Tran';'Quay';'Terpstra';'Wayne';'6'
'2015.11.03';'15.15.31';'Perillo';'Donna';'Hong';'Gil';'6'
'2014.17.09';'06.20.39';'Tallman';'Paul';'Terpstra';'Wayne';'5'
'2013.04.08';'15.41.52';'Lease';'Anthony';'Trotter';'Ralph';'5'
'2017.07.12';'02.23.15';'Gino';'Terry';'Trotter';'Ralph';'10'
'2013.15.06';'01.54.49';'Brown';'Tom';'Vanzzini';'Daniel';'7'
'2013.05.09';'09.34.53';'Johnston';'Ricard';'Peterson';'Harry';'6'
'2015.22.06';'17.22.10';'Romine';'Bill';'Walton';'David';'8'
'2018.13.04';'00.08.26';'Lunde';'AL';'Pinkston';'Lisa';'6'
'2014.29.05';'11.18.15';'Davis';'Scott';'Smith';'Willie';'9'
'2017.11.05';'17.15.08';'Mullins';'Joey';'Singh';'Anardeep';'9'
'2017.04.11';'04.49.24';'Saye';'Terry';'Hardy';'Bonnie';'7'
'2017.08.04';'13.03.07';'Coprek';'Mark';'Holder';'Mary';'4'
'2016.13.12';'00.46.29';'Patrick';'Donald';'Anastas';'Vincent';'8'
'2015.01.03';'23.42.05';'Graham';'Shawn';'Waller';'Ronnie';'4'
'2015.10.01';'22.53.06';'Hilton';'Gary';'Casby';'Maria';'6'
'2015.15.02';'07.13.55';'Paquette';'Jim';'Mcnaughton';'Jeffery';'8'
'2017.11.05';'01.37.24';'Ramirez';'Maria';'Ruark';'Keith';'10'
'2015.01.09';'07.37.07';'Gullo';'William';'Stolmeier';'Vince';'6'
'2014.06.08';'21.38.57';'Kidd';'Andrea';'Hodges';'Tony';'9'
'2017.20.06';'09.58.45';'Anteliz';'Antonio';'Byers';'Ray';'8'
'2014.01.10';'06.24.22';'Smith';'Laura S';'Sidy';'Victor';'4'
'2015.14.04';'04.50.13';'Slease';'William S';'Vogl';'Frank';'7'
'2015.24.03';'17.38.55';'Cox';'Jena';'Workman';'Bill';'7'
'2015.17.02';'12.00.50';'Brooks';'Milton';'Jones';'Roylyn';'7'
'2014.09.09';'22.57.46';'Minge';'Brenda';'Wade';'Walt';'5'
'2014.28.05';'09.58.01';'Channon';'Terence';'Trusty';'Arnold';'6'
'2015.03.09';'22.11.48';'Lalani';'Dilshad';'Kniefel';'Twila';'7'
'2016.19.08';'04.49.44';'Roberts';'Jim';'Brown';'Ted W OD';'5'
'2016.03.01';'19.36.24';'Kwasniewski';'Deborah';'Gassa';'Lewis';'6'
'2016.07.11';'12.02.54';'Tedford';'George';'Alvarez';'Mauricio A';'6'
'2016.24.10';'10.24.31';'Siegel';'Robert';'Ruga';'Glenn';'8'
'2014.14.01';'12.42.10';'Wilson';'Tammy';'Casby';'Maria';'9'
'2014.16.08';'12.57.11';'Talbot';'Bob';'Custer';'Renee';'5'
'2014.30.06';'00.56.07';'Rath';'Patti';'Holder';'Mary';'6'
'2016.21.01';'15.16.14';'Taylor';'Brian';'Nathan';'Larry';'6'
'2015.31.01';'06.24.28';'Patel';'Ranjan';'Sidy';'Victor';'7'
'2014.30.01';'02.47.19';'Greene';'Dale';'Trusty';'Arnold';'6'
'2015.23.03';'23.27.18';'Litvin';'Tanya';'Usina';'Ralph';'10'
'2013.26.08';'09.42.16';'Jesnig';'Tom J';'Warren';'Tom';'6'
'2017.25.07';'00.44.51';'Dunn';'Randall';'Smith';'Willie';'8'
'2017.05.11';'02.24.56';'Smith';'Terry';'Trimble';'David';'5'
'2015.20.02';'04.07.30';'Francis';'Jackie';'Ruga';'Glenn';'6'
'2015.14.12';'12.14.45';'Martin';'Craig S DC';'Long';'Chuck';'7'
'2017.12.05';'02.23.39';'Tenenbaum';'Steven';'Gassa';'Lewis';'9'
'2017.19.04';'11.05.34';'Lee';'Fanessa';'Alvarez';'Mauricio A';'8'
'2017.30.04';'16.17.49';'Rogers';'Nichole';'Smith';'Kern';'10'
'2015.19.12';'11.03.49';'Taylor';'Shawn R DC';'Waggoner';'Wayne DC';'6'
'2014.30.05';'02.40.43';'Gamble';'Thomas';'Jones';'Roylyn';'7'
'2015.13.09';'09.22.07';'Makkar';'Malvinder';'Casby';'Maria';'10'
'2016.17.07';'20.51.30';'Marulanda';'Jaime';'Mehsling';'Brad';'7'
'2015.12.04';'20.38.58';'Ellis';'Cynthia';'Usina';'Ralph';'9'
'2017.19.11';'17.34.15';'Pilon';'Terry';'Walker';'Ralph';'9'
'2013.09.05';'02.42.55';'Brooks';'Gary';'Waller';'Ronnie';'8'
'2013.14.07';'21.34.01';'Telford';'Jim';'Brown';'Ted W OD';'5'
'2014.26.11';'21.39.09';'Crostini';'James V';'Hults';'Bob';'5'
'2016.26.09';'00.28.31';'Row';'Ted';'Powell';'Sherry';'8'
'2014.14.05';'07.42.52';'Lee';'Mark';'Hardy';'Bonnie';'7'
'2017.29.01';'21.29.45';'Wilson';'J D';'Walker';'Ralph';'7'
'2013.01.07';'08.22.29';'Knippers';'Tony';'Kniefel';'Twila';'5'
'2014.01.05';'04.30.01';'Battles';'Marty';'Custer';'Renee';'7'
'2013.24.05';'16.42.36';'Daniels';'Teresa';'Short';'John';'10'
'2014.14.10';'23.58.13';'Clancey';'Patricia';'Workman';'Bill';'8'
'2018.13.04';'10.27.08';'Locke';'Steve';'Cook';'Steve';'5'
'2016.08.04';'17.08.13';'Carpenter';'Gary';'Greenwood';'Elida';'5'
'2016.09.08';'16.14.22';'Chun';'Joann';'Evperprises';'Bayram';'7'
'2016.07.10';'07.31.45';'Behrens';'Ted';'Gianelli';'Richard';'10'
'2017.26.04';'17.44.28';'Pitz';'Doris';'Tucci';'Thomas';'8'
'2014.08.11';'22.00.51';'Taylor';'Cliff';'Vogel';'Randy';'10'
'2016.08.09';'22.26.25';'Sweitnzer';'Cynthia';'Usina';'Ralph';'7'
'2014.25.03';'10.01.04';'Tabrizi';'Shaen';'Schmitz';'Rich';'6'
'2017.13.10';'23.14.11';'Hober';'Terry';'Vanderholm';'Arnold';'8'
'2015.14.05';'09.48.25';'Chavez';'Rafael';'Carlson';'Jared';'5'
'2018.23.03';'02.05.00';'Forney';'Brad';'Powell';'Sherry';'5'
'2016.06.03';'23.53.46';'Correl';'Terry';'Wade';'Walt';'8'
'2015.03.06';'06.22.13';'Bangston';'Erl';'Kniefel';'Twila';'8'
'2017.26.09';'10.04.02';'Terrills';'Ron';'Herston';'Robbie';'4'
'2016.01.10';'06.12.55';'Mc';'Kee Ted';'Greenwood';'Elida';'9'
'2015.04.12';'17.37.50';'Fuller';'Terry R';'Udovich';'Dean';'9'
'2014.25.09';'16.30.07';'Roberts';'Brian';'Siler';'Chuck';'10'
'2015.25.10';'23.06.39';'Newhart';'Elizabeth';'Alvarez';'Mauricio A';'5'
'2013.19.06';'13.35.23';'Campano';'Tom';'Alvarez';'Mauricio A';'5'
'2017.21.10';'17.37.22';'Maples';'Terry';'Pompili';'Vince';'8'
'2014.06.10';'21.12.36';'Belov';'Tamara';'Turnbull';'Porter DC';'10'
'2014.14.04';'08.56.30';'Tate';'Frank';'Vanderholm';'Arnold';'4'
'2014.02.09';'06.56.05';'Kamara';'Mohammed';'Anastas';'Vincent';'9'
'2016.19.03';'14.43.34';'Meador';'Terry';'Workman';'Bill';'10'
'2017.21.07';'08.18.44';'Kim';'Dae Ki';'Porter';'Robert';'4'
'2016.12.06';'01.31.03';'Parker';'Irene';'Holcombe';'Charles';'8'
'2017.05.11';'03.05.44';'Tomasello';'Joe';'Walton';'David';'10'
'2015.17.10';'03.56.45';'Goulet';'Martha';'Adams';'Van B';'8'
'2017.11.04';'14.10.02';'York';'Terry';'Nicolas';'Marie';'6'
'2016.19.05';'03.46.31';'Young';'Tom';'Smith';'Willie';'10'
'2013.22.12';'05.30.34';'Peskura';'Mark';'Adams';'Van B';'7'
'2015.17.09';'21.48.52';'Gable';'David';'Powell';'Sherry';'7'
'2016.26.02';'09.11.05';'Taylor';'Lisa';'Smith';'Kern';'9'
'2014.16.03';'20.15.07';'Sweitnzer';'Cynthia';'Short';'John';'9'
'2018.21.01';'20.11.40';'Hintz';'Jeffrey A';'Carlson';'Jared';'9'
'2016.25.04';'07.12.07';'Sikes';'Tammy';'Udovich';'Dean';'6'
'2014.23.04';'04.20.13';'Youngmark';'Matt';'Porter';'Robert';'9'
'2018.24.04';'14.57.03';'Whitesides';'Robert';'Gianelli';'Richard';'8'
'2016.15.12';'09.06.39';'Teigen';'David';'Missimer';'Dennis';'9'
'2014.11.09';'06.45.06';'Everett';'Shawn';'Dave';'Steven';'5'
'2014.12.04';'12.26.28';'Loucks';'Brad';'Santos';'Eldis';'7'
'2017.08.05';'01.43.33';'Needle';'David';'Sidy';'Victor';'6'
'2015.06.01';'12.23.24';'Mignogna';'Jeff';'Hakes';'Vicki';'6'
'2015.03.08';'09.09.23';'Windstrup';'Glenn';'Thomas';'Tobby';'6'
'2015.20.12';'13.12.01';'Taylor';'Francisco';'Ambagis';'William';'7'
'2014.05.06';'03.14.48';'Gomes';'Marco';'Warren';'Tom';'8'
'2014.13.08';'22.15.44';'Talbert';'Larry';'Mcnaughton';'Jeffery';'9'
'2017.06.08';'04.27.39';'Le';'Valley Bruce';'Santos';'Eldis';'8'
'2017.17.01';'16.06.55';'Tazi';'A';'Stolmeier';'Vince';'9'
'2017.12.12';'13.09.29';'Whipp';'Richard';'Ginsberg';'Ben';'6'
'2016.14.09';'23.28.28';'Francis';'Wesley';'Jones';'Roylyn';'7'
'2017.09.06';'20.29.22';'Tennyson';'Wesley';'Wakeley';'Gene';'4'
'2017.29.11';'01.34.25';'Vowell';'Terry';'Santos';'Eldis';'8'
'2017.10.12';'04.51.48';'O\'Brien';'Terry';'Ruark';'Keith';'10'
'2015.18.11';'01.30.03';'Mason';'Jesse';'Jones';'Roylyn';'7'
'2014.01.12';'06.15.45';'Phillips';'David';'Nicolas';'Marie';'9'
'2018.23.04';'14.24.13';'Garcia';'Jr Sergio';'Greenwood';'Elida';'6'
'2015.14.01';'17.11.19';'Sullivan';'Addine';'Byers';'Ray';'8'
'2014.17.06';'21.25.29';'Miles';'Herbert';'Nicolas';'Marie';'10'
'2013.26.08';'02.15.03';'Britt';'Tyler';'Walton';'David';'5'
'2015.13.05';'20.06.52';'Gonzales';'Juan';'Moore';'Kitty';'6'
'2014.19.01';'06.07.07';'Zuehlke';'Tim';'Anastas';'Vincent';'5'
'2013.22.06';'11.55.58';'Bucklew';'James';'Carlson';'Jared';'5'
'2017.21.04';'17.26.00';'Cotton';'Willis';'Vogel';'Randy';'8'
'2016.22.01';'12.51.51';'Kostek';'Ted';'Hakes';'Vicki';'9'
'2014.12.04';'23.13.34';'Guerro';'Mary';'Stolmeier';'Vince';'5'
'2015.31.01';'08.01.04';'Gimlin';'Jenean';'Holcombe';'Charles';'8'
'2017.01.02';'06.34.52';'Andersen';'Robin';'Evperprises';'Bayram';'4'
'2016.01.07';'11.08.17';'Walker';'Greg';'Tucci';'Thomas';'8'
'2013.03.05';'08.32.47';'Torres';'Frank';'Waller';'Ronnie';'6'
'2017.25.01';'09.21.15';'Mayo';'David';'Ruga';'Glenn';'10'
'2017.13.06';'16.53.59';'Malinsky';'Bob';'Kniefel';'Twila';'6'
'2015.30.03';'09.26.51';'Lepre';'Marie';'Hong';'Gil';'10'
'2016.07.11';'16.22.16';'Kamzan';'Marni';'Trusty';'Arnold';'7'
'2013.14.10';'02.17.08';'Hawks';'Nancy';'Wade';'Walt';'10'
'2017.03.08';'07.04.25';'Crain';'Bob';'Holcombe';'Charles';'9'
'2015.09.11';'17.25.53';'Benson';'Bonnie';'Shumaker';'Janet';'8'
'2017.24.09';'16.47.26';'Ward';'Terrie';'Hashimi';'Shubyer';'6'
'2017.05.05';'04.18.28';'Rock';'Zona';'Hashimi';'Shubyer';'4'
'2016.16.03';'07.53.00';'Mack';'Angela';'Casby';'Maria';'9'
'2015.15.09';'01.31.00';'Peacock';'Janet';'Aanestad';'Darrell';'7'
'2014.26.08';'07.17.05';'Teal';'Les';'Greenwood';'Elida';'8'
'2013.19.12';'16.38.01';'Bannister';'T Scott';'Shumaker';'Janet';'10'
'2016.31.01';'10.20.30';'Taylor';'Larry';'Terpstra';'Wayne';'9'
'2018.31.03';'13.14.58';'Ellis';'Cynthia';'Jacobson';'Duane';'4'
'2018.18.01';'21.44.53';'Teter';'Jim';'Tucci';'Thomas';'6'
'2016.10.12';'05.25.06';'Tegan';'Chris';'Verrier';'William';'5'
'2016.02.09';'10.14.13';'Odell';'Chris';'Wade';'Walt';'10'
'2014.20.03';'22.07.53';'Nielsen';'Eric';'Turnbull';'Porter DC';'8'
'2017.24.10';'03.00.41';'Murphy';'Terry';'Jones';'Roylyn';'8'
'2016.30.12';'14.43.45';'Hyatt';'Steve';'Alvarez';'Mauricio A';'9'
'2013.10.11';'09.02.06';'Gutierriz';'Joaquin';'Missimer';'Dennis';'10'
'2014.20.12';'22.52.47';'Haygood';'Teresa';'Pinkston';'Lisa';'10'
'2016.06.06';'09.13.49';'Filippell';'Buffy';'Ruark';'Keith';'5'
'2015.30.03';'06.26.42';'Parker';'Pamela';'Trotter';'Ralph';'5'
'2015.24.12';'18.36.23';'Taylor';'Kay';'Herston';'Robbie';'6'
'2018.18.04';'20.02.53';'Veron';'Christopher';'Brown';'Ted W OD';'5'
'2017.28.07';'12.52.42';'Orr';'Nancy';'Casby';'Maria';'9'
'2017.01.10';'16.37.08';'Ehrlich';'Linda';'Gianelli';'Richard';'6'
'2013.26.09';'19.26.41';'Vogt';'Terry';'Workman';'Bill';'5'
'2017.25.02';'21.22.58';'Telischak';'John';'Terpstra';'Wayne';'9'
'2014.07.02';'22.58.13';'Martinez';'Alex';'Evperprises';'Bayram';'9'
'2013.23.11';'10.35.33';'Psan';'Tai';'Gianelli';'Richard';'5'
'2017.24.12';'11.33.16';'Skeen';'John';'Long';'Chuck';'10'
'2015.25.12';'07.09.49';'Mattis';'Steven';'Singh';'Anardeep';'9'
'2015.10.05';'12.40.53';'Miranda';'Manuela';'Vogl';'Frank';'8'
'2016.28.01';'06.13.44';'Taylor';'Danny';'Walker';'Ralph';'6'
'2015.19.01';'08.30.54';'Yaeger';'Tanya';'Greenwood';'Elida';'10'
'2013.03.05';'13.35.01';'Muery';'Russell';'Alvarez';'Mauricio A';'4'
'2013.02.09';'20.04.52';'Philipbar';'Mike';'Loeks';'Faye';'9'
'2014.11.10';'10.24.03';'Barns';'Burdette';'Hamilton';'David';'9'
'2014.16.01';'00.01.36';'Lunschen';'Thomas';'Sims';'Michael';'4'
'2016.08.06';'02.43.23';'Hallak';'George';'Vanderholm';'Arnold';'5'
'2013.01.06';'05.14.26';'Tpan';'Mai';'Hashimi';'Shubyer';'5'
'2013.08.10';'02.33.39';'Mc';'Laughlin T K';'Vogel';'Randy';'9'
'2014.16.05';'02.17.30';'Columbus';'Dos';'Sphaler';'Randy';'8'
'2014.03.11';'00.04.16';'Ferrell';'Terry J';'Dave';'Steven';'10'
'2016.24.11';'13.45.30';'Whiddon';'Ron';'Harrelson';'Ray';'7'
'2015.11.07';'02.39.05';'Mc';'Curdy Dale';'Wade';'Walt';'7'
'2013.23.07';'02.58.53';'Pankratz';'Tom';'Beaurgeard';'Edward';'4'
'2015.22.07';'13.48.42';'Gitlin';'Bryan';'Shumaker';'Janet';'8'
'2015.15.04';'06.53.19';'Lapierre';'Maureen';'Stolmeier';'Vince';'10'
'2016.31.08';'06.09.52';'Parrish';'Roger';'Walton';'David';'5'
'2017.20.12';'14.09.36';'Tilton';'Chris';'Harrelson';'Ray';'8'
'2017.30.04';'04.26.19';'Tenaro';'Tony';'Porter';'Robert';'6'
'2014.21.04';'19.20.38';'Torez';'Miguel';'Santos';'Eldis';'8'
'2016.24.01';'13.22.19';'Taylor';'Mike';'Cook';'Steve';'6'
'2016.24.09';'17.52.05';'Monteiro';'Jr Ted';'Keller';'Hymie';'10'
'2016.18.09';'03.46.45';'Christensen';'Ted';'Short';'John';'8'
'2017.18.06';'12.11.17';'Psan';'Tai';'Trotter';'Ralph';'4'
'2015.02.10';'13.58.30';'Gutierrez';'Gustavo';'Mehsling';'Brad';'5'
'2013.28.11';'02.33.26';'Thompson';'Rodney';'Hults';'Bob';'10'
'2015.17.03';'14.07.17';'Bahr';'Micah';'Wade';'Walt';'5'
'2016.12.07';'12.15.26';'Tilton';'Chris';'Jacobson';'Duane';'7'
'2017.23.11';'03.35.00';'Hoskins';'Terry';'Singh';'Anardeep';'4'
'2018.04.02';'12.28.30';'Labbe';'Tex';'Morar';'Satish';'5'
'2017.11.05';'19.16.03';'Halver';'Barbara';'Hardy';'Bonnie';'9'
'2013.05.09';'11.47.00';'Thomas';'T J';'Mehsling';'Brad';'5'
'2017.21.03';'22.58.57';'Nugent';'Pedro B';'Hakes';'Vicki';'4'
'2014.17.01';'15.40.08';'Terrell';'Shannon';'Salvemini';'Dominick';'10'
'2014.19.07';'19.27.01';'Parks';'Dave';'Sphaler';'Randy';'7'
'2014.25.02';'23.02.02';'Barks';'Lynette';'Jones';'Roylyn';'9'
'2018.13.03';'06.20.23';'Pimm';'John';'Vogel';'Randy';'8'
'2017.10.05';'00.27.58';'Sawyer';'Susanne';'Treese';'Marty';'8'
'2017.26.11';'12.12.52';'Wedgeworth';'Terry';'Morrow';'Duncan';'7'
'2014.19.08';'10.18.57';'Molinsky';'Louis';'Hamilton';'David';'9'
'2016.06.09';'11.54.30';'Grund';'Robyn';'Keller';'Hymie';'5'
'2017.05.04';'02.00.18';'Templin';'Guy';'Treese';'Marty';'7'
'2015.13.05';'15.30.18';'Garcia';'Jose';'Kniefel';'Twila';'7'
'2015.30.03';'07.24.32';'Damman';'Richard C CPA';'Walter';'Ralph';'6'
'2017.15.11';'03.48.31';'Baxton';'Terry';'Thomas';'Tobby';'7'
'2016.09.03';'06.16.32';'Hall';'Timothy';'Mehsling';'Brad';'7'
'2017.11.03';'14.46.23';'Wright';'Brandon';'Casby';'Maria';'9'
'2016.21.05';'13.45.45';'Hopkins';'Randy';'Mehsling';'Brad';'10'
'2018.15.01';'21.01.22';'Testa';'Michael';'Hashimi';'Shubyer';'4'
'2017.30.07';'13.40.02';'Staffford';'Gerald';'Hardy';'Bonnie';'5'
'2015.12.09';'08.04.58';'Tator';'Mike';'Thomas';'Tobby';'9'
'2015.15.06';'23.57.31';'Schrecongost';'Barbara';'Hakes';'Vicki';'5'
'2014.03.10';'14.07.12';'Ottman';'Setsuko';'Morrow';'Duncan';'10'
'2014.01.07';'05.31.05';'Ayyad';'Rabab';'Porter';'Robert';'7'
'2013.26.12';'03.22.56';'Smith';'Terry';'Short';'John';'4'
'2015.19.09';'12.48.57';'Lumbert';'David';'Short';'John';'7'
'2015.19.09';'16.24.07';'Cordova';'Darren';'Walker';'Ralph';'10'
'2013.29.11';'16.39.41';'Atencio';'Joey';'Vogel';'Randy';'10'
'2013.12.07';'18.51.25';'Vurzotta';'Peter';'Sphaler';'Randy';'9'
'2015.16.01';'15.07.02';'Richards';'Kelly';'Singh';'Anardeep';'8'
'2016.06.06';'21.07.51';'Bond';'Wendie';'Warren';'Tom';'8'
'2015.07.05';'17.21.32';'Castelan';'Eavino';'Hardy';'Bonnie';'6'
'2014.08.01';'19.22.57';'Wong';'Terry';'Kho';'Judy';'10'
'2017.30.06';'08.08.46';'Davis';'Tammy';'Hashimi';'Shubyer';'6'
'2014.18.12';'23.07.40';'Finley';'Rob DVM';'Loeks';'Faye';'5'
'2015.30.08';'05.09.28';'Runnels';'Terry';'Hashimi';'Shubyer';'5'
'2016.05.04';'17.18.14';'Knowles';'Edmond';'Vanderholm';'Arnold';'6'
'2014.14.01';'22.58.31';'Danieri';'T W Ronald';'Wade';'Walt';'4'
'2015.23.09';'06.20.02';'Thomas';'Tom';'Vogel';'Randy';'8'
'2014.01.11';'04.50.36';'Levy';'Moses';'Turnbull';'Porter DC';'9'
'2017.09.03';'11.59.04';'Stuckuy';'Richard';'Long';'Chuck';'10'
'2016.12.06';'19.06.37';'Johnson';'Theresa';'Tucci';'Thomas';'7'
'2016.22.03';'22.54.29';'Dalzell';'Helen';'Tucci';'Thomas';'10'
'2014.06.01';'00.34.50';'Lehoven';'Tony';'Vogl';'Frank';'8'
'2015.15.06';'10.44.37';'Sikes';'Tammy';'Ledbetter';'Tennie';'7'
